Code,Description,Sell,Matrix Master,Inventoried,Inventory,Quantity Total,Quantity Reserved,Quantity in Warehouses,Quantity Ordered For Customers,Quantity Ordered For Stock
77-50228,iPhone 6 Symmetry Series Teal/Rose,15,unchecked,checked,1,1,0,0,0,0
923-00014,iPhone 6 Vibe Motor Kit,29,unchecked,checked,0,0,0,0,0,0
S5220Z/A,IPHONE 6+/6S+ REPAIRABLE DAMAGE CHRG-INT,359,unchecked,unchecked,0,0,0,0,0,0
661-00363,iPhone 6  MM  64GB  Space Gray  CI/AR,319,unchecked,unchecked,0,0,0,0,0,0
S5228Z/A,IPHONE 6/6S FLAT RATE CHARGE,299,unchecked,unchecked,1,1,0,0,0,0
77-52135,iPhone 6S Defender Hibiscus Frost,15,unchecked,checked,1,1,0,0,0,0
S5604Z/A,iPhone 6S Display Repair-Int ,179,unchecked,unchecked,0,0,0,0,0,0
661-07285,iPhone 6s Display  Space Gray,0,unchecked,unchecked,2,2,0,0,0,0
S5728Z/A,iPhone 7 Display Repair-Int,169,unchecked,unchecked,1,1,0,0,0,0
661-07294,iPhone 7 Display  Silver,149,unchecked,unchecked,1,1,0,0,0,0
S5721Z/A,IPHONE 7 FLAT RATE CHARGE-INT,339,unchecked,unchecked,0,0,0,0,0,0
S5724Z/A,IPHONE 7 NON-REPAIRABLE 128GB-INT,29,unchecked,unchecked,0,0,0,0,0,0
661-07297,iPhone 7+ Display space gray,169,unchecked,unchecked,3,3,0,0,0,0
661-09947,iPhone 8 Plus  MM  64GB  Red  CI/AR,0,unchecked,unchecked,1,1,0,0,0,0
661-08495,IPHONE 8 PLUS MM 64GB SPACE GRAY,0,unchecked,unchecked,1,1,0,0,0,0
ACSH0165,iPhone APC+ Service Level 2,99,unchecked,unchecked,7,7,0,0,0,0
S6496Z/A,IPHONE TIER1 MODULE REPAIR CHG,49,unchecked,unchecked,1,1,0,0,0,0
661-13114,iPhone X Display,0,unchecked,unchecked,5,5,0,0,0,1
661-10852,iPhone XR (Black  64GB),0,unchecked,unchecked,3,3,0,0,0,0
661-11232,iPhone XR display,199,unchecked,unchecked,1,1,0,0,0,0
923-02660,iPhone XR Display Adhesive,0,unchecked,unchecked,1,1,0,0,0,0
661-10863,iPhone XR  128GB  Blue,0,unchecked,unchecked,1,1,0,0,0,0
661-10609,iPhone XS Max space gray 64GB ,950,unchecked,checked,0,0,0,0,0,0
APA044CAI,iStore Power Cube Duo+ 10w 2.1 Amp,15,unchecked,checked,0,0,0,0,0,0
ACC961CAI,iStore Sync & Charge Lightning,15,unchecked,checked,0,0,0,0,0,0
99MO089101,Kameleon iPhone 7/8 White,49.95,unchecked,checked,0,0,0,0,0,0
9B-12-576-010,Kaybles 6ft DHDMI-6BK 6 ft. D-Series Heavy Duty HDMI Cable Standard Speed 28AWG with Gold Plated Connector M-M 6 feet - OEM,15,unchecked,checked,0,0,0,0,0,0
923-0064,Keycap Kit  Black  Backlit  D,25,unchecked,unchecked,2,2,0,0,0,0
076-1413,Kit  Hard Drive  Flex Cable with Tape,30,unchecked,unchecked,1,1,0,0,0,0
923-0065,Kit  Keycap  Black  Backlit,0,unchecked,unchecked,0,0,0,0,0,0
923-03854,Kit  Magic Keyboard Keycap  ANSI  US English  US English,0,unchecked,unchecked,1,1,0,0,0,0
923-0074,KIT KEYCAP BLACK BACKLIT MBP S,0,unchecked,unchecked,0,0,0,0,0,0
923-01791,Label  UN3481 BATTERY IN UNIT  100-pack,0,unchecked,unchecked,1,1,0,0,0,0
076-00409,Labor Claim for Flash Storage ,0,unchecked,unchecked,3,3,0,0,0,1
STHA6000800,LaCie d2 Professional 6TB USB 3.1 Hard Drive,249,unchecked,checked,0,0,0,0,0,0
STHG1000400,LaCie Mobile Drive 1 TB Hard Drive  - USB-C 3.1 ,100,unchecked,checked,1,1,0,0,0,0
STHG2000400 ,LaCie Mobile Drive 2 TB Hard Drive  - USB-C 3.1 ,130,unchecked,checked,0,0,0,0,0,0
STHG2000400,LaCie Moon 2TB USB-C external hard drive - Silver,119,unchecked,checked,2,2,0,0,0,0
STFD1000400,LaCie Porsche Design Mobile Drive 1TB USB-C,100,unchecked,checked,1,1,0,0,0,0
661-5737 - 3rd Party,"LCD Display Module for MacBook Air 11"" Late 2010",379,unchecked,unchecked,0,0,0,0,0,0
661-3959 - 3rd Party,LCD Display Panel for MacBook,0,unchecked,unchecked,1,1,0,0,0,0
661-5536 - 3rd Party,LCD Panel,209,unchecked,unchecked,0,0,0,0,0,0
661-4983 - 3rd Party ,LCD Panel for iMac 20”,209,unchecked,unchecked,0,0,0,0,0,0
661-02345,LCD  Display Clamshell  11-inch  Glossy,449,unchecked,unchecked,0,0,0,0,0,0
661-02397,LCD  Display Module,407,unchecked,unchecked,7,7,0,0,0,1
661-8153,"LCD DISPLAY CLAMSHELL 13""MBP RETINA",449,unchecked,unchecked,8,8,0,0,0,0
661-5868 - 3rd Party,LCD DISPLAY CLAMSHELL 13.3 FOR MacBook Pro (13-inch  Late 2011),385,unchecked,unchecked,0,0,0,0,0,0
661-8310,"LCD DISPLAY CLAMSHELL 15""MBP RETINA",529,unchecked,unchecked,0,0,0,0,0,0
661-5215 - 3rd Party,"LCD DISPLAY CLAMSHELL 15.4"" GLSY",349,unchecked,unchecked,0,0,0,0,0,0
661-7171,LCD DISPLAY CLAMSHELL RETINA,629,unchecked,unchecked,3,3,0,0,0,0
922-8358 - 3rd Party,Left Fan,49,unchecked,unchecked,0,0,0,0,0,0
661-4952 - 3rd Party,Left Fan,49,unchecked,unchecked,0,0,0,0,0,0
922-8703 - 3rd Party,"Left Fan Assembly for MacBook Pro 15"" Unibody Mid 2010  Early - Late 2011  and Mid 2012",49,unchecked,unchecked,0,0,0,0,0,0
922-7911 - 3rd Party,Left I/O Board (60 Day Warranty),0,unchecked,unchecked,0,0,0,0,0,0
922-9309 - 3rd Party,"Left Speaker for MacBook Pro 15"" Unibody Mid 2010",49,unchecked,unchecked,0,0,0,0,0,0
10YM0034US,Lenovo ThinkCentre M630e - Intel Core i3 8th Gen i3-8145U 2.10 GHz - 8 GB RAM DDR4 SDRAM - 256 GB SSD - Tiny - Black - Windows 10 Pro 64-bit,549,unchecked,checked,0,0,0,0,0,0
10T7007WUS,Lenovo ThinkCentre M720q 10T7007WUS Desktop Computer - Intel Core i5 8th Gen i5-8400T 1.70 GHz - 16 GB RAM DDR4 SDRAM - 256 GB SSD - Tiny - Raven Black,699,unchecked,checked,0,0,0,0,0,0
10MV000MUS,Lenovo ThinkCentre M910q 10MV Tiny desktop Core i5 7500T / 2.7 GHz RAM 8 GB  HD 500 GB HD Graphics 630  Gigabit Ethernet WLAN: 802.11a/b/g/n/ac  Bluetooth 4.1 Win 10 Pro 64-bit,779,unchecked,checked,0,0,0,0,0,0
20RD005JUS,"Lenovo ThinkPad E15  15.6"" Notebook - 1920 x 1080 - Intel Core i3 (10th Gen) i3-10110U Dual-core (2 Core) 2.10 GHz - 8 GB RAM - 1 TB HDD - Black",719,unchecked,unchecked,3,3,0,0,0,0
20RD005GUS,"Lenovo ThinkPad E15 15.6""  - Core i5 - 8 GB RAM - 1 TB HDD  ",799,unchecked,checked,1,1,0,0,0,0
20T8001QUS,"Lenovo ThinkPad E15 Gen 2-ARE 20T8001QUS 15.6"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 3 4300U Quad-core (4 Core) 2.70 GHz - 4 GB RAM - 256 GB SSD",689,unchecked,checked,0,0,0,0,0,0
20NB005RUS,Lenovo ThinkPad E590 15.6” - Core i5 8265U / 1.6 GHz - Win 10 Pro - 8 GB RAM - 1 TB HDD - UHD Graphics 620 - Wi-Fi  Bluetooth,779,unchecked,checked,0,0,0,0,0,0
20NF001KUS,"Lenovo ThinkPad E595 Ryzen 3 3200U / 2.6 GHz - Win 10 Pro 64-bit - 4 GB RAM - 1 TB HDD - 15.6"" IPS 1920 x 1080 (Full HD) - Radeon Vega 3 - Wi-Fi  Bluetooth - black",579,unchecked,checked,0,0,0,0,0,0
61CAKCR1US,"Lenovo ThinkVision S24e 23.8"" Full HD WLED LCD Monitor - Raven Black - HDMI/VGA",149,unchecked,checked,1,1,0,0,0,0
9B-27-136-265,LG GP60NB50 External Ultra Slim Portable DVDRW Black - Retail Pack - DVD-RAM/±R/±RW Support - 24x CD Read/24x CD Write/24x CD Rewrite - 8x DVD Read/8x DVD Write/8x DVD Rewrite - Double-layer Media Supported - USB 2.0 - Slimline,40,unchecked,checked,3,3,0,0,0,0
661-14647,Lid Angle Sensor  LAS,30,unchecked,unchecked,4,4,0,0,0,0
9B-86-602-001,Link Depot HS-6-2P Black HDMI High Speed with Ethernet,0,unchecked,checked,0,0,0,0,0,0
Velop AC6600,Linksys Velop Intelligent Mesh WiFi System  Tri-Band  3-Pack White (AC6600),0,unchecked,checked,0,0,0,0,0,0
WHW0101,Linksys VELOP Whole Home Mesh Wi-Fi System - A1300 - 1-pack,129,unchecked,checked,1,1,0,0,0,0
WHW0102,Linksys VELOP Whole Home Mesh Wi-Fi System - AC1300 - 2-pack,159,unchecked,checked,2,2,0,0,0,0
WHW0303,Linksys VELOP Whole Home Mesh Wi-Fi System - Wi-Fi system (3 routers) - up to 6 000 sq.ft - mesh - GigE - Bluetooth 4.0 LE  802.11b/g/n/ac - Tri-Band,499,unchecked,checked,0,0,0,0,0,0
CON661-08256,Loaner  iPhone 7 (consigned),0,unchecked,checked,1,1,0,0,0,0
CON661-12386,Loaner  iPhone 8 (consigned),0,unchecked,checked,1,1,0,0,0,0
661-01867,LOANER IPHONE 6,0,unchecked,checked,0,0,0,0,0,0
661-5949 - 3rd Party,Logc Board 3.1 GHz,299,unchecked,unchecked,0,0,0,0,0,0
661-5212 - 3rd Party,Logic Board,319,unchecked,unchecked,0,0,0,0,0,0
661-4960 - 3rd Party,Logic Board,319,unchecked,unchecked,0,0,0,0,0,0
661-09743,Logic Board,0,unchecked,unchecked,0,0,0,0,0,0
661-3977 - 3rd Party,Logic Board (2.16GHz),309,unchecked,unchecked,0,0,0,0,0,0
661-5640,Logic Board (2.4GHz),249,unchecked,unchecked,0,0,0,0,0,0
661-6057 - 3rd Party,"Logic Board 1.7Ghz for MacBook Air 13"" (Mid 2011)",369,unchecked,unchecked,0,0,0,0,0,0
661-6083 - 3rd Party,"Logic Board 2.2Ghz for MacBook Pro 17"" Early 2011 ",769,unchecked,checked,0,0,0,0,0,0
661-4834 - 3rd Party,Logic Board 2.4 GHz,309,unchecked,unchecked,0,0,0,0,0,0
661-5566 - 3rd Party,Logic Board 2.4 GHz,429,unchecked,unchecked,0,0,0,0,0,0
661-6158 - 3rd Party,Logic Board 2.4 GHz,409,unchecked,unchecked,0,0,0,0,0,0
661-4439 - 3rd Party,Logic Board 2.4 GHz,199,unchecked,unchecked,0,0,0,0,0,0
661-5098,"Logic Board 2.4Ghz for MacBook 15"" Unibody Late 2008",399,unchecked,unchecked,0,0,0,0,0,0
661-4607 - 3rd Party,"Logic Board 2.4GHz for MacBook Pro 15"" Early",319,unchecked,unchecked,0,0,0,0,0,0
661-5479,Logic Board 2.53 GHz,499,unchecked,unchecked,0,0,0,0,0,0
661-4625 - 3rd Party,Logic Board 2.5GHz,0,unchecked,unchecked,0,0,0,0,0,0
661-5560 - 3rd Party,Logic Board 2.66 GHz,469,unchecked,unchecked,0,0,0,0,0,0
661-5480 - 3rd Party,Logic Board 2.66GHz - 60 Day Warranty,569,unchecked,unchecked,0,0,0,0,0,0
661-5870 - 3rd Party,"Logic Board 2.7Ghz for MacBook Pro 13"" Early 2011",449,unchecked,unchecked,0,0,0,0,0,0
661-5428,"Logic Board 2.8GHz for iMac Core i7 27"" Late 2009",349,unchecked,unchecked,0,0,0,0,0,0
661-5177 - 3rd Party,Logic Board 2.93 GHz  Quad Core i7,349,unchecked,unchecked,0,0,0,0,0,0
661-5319 - 3rd Party,Logic Board 3.06 GHz,309,unchecked,unchecked,0,0,0,0,0,0
661-04728,Logic Board  1.1GHz  256 GB  FCC,549,unchecked,unchecked,0,0,0,0,0,0
661-04730,Logic Board  1.2GHz  512 GB  FCC,0,unchecked,unchecked,1,1,0,0,0,0
661-00062,Logic Board  1.4 GHz  4 GB,449,unchecked,unchecked,0,0,0,0,0,0
661-00060,Logic Board  1.4 GHz  4 GB,409,unchecked,unchecked,0,0,0,0,0,0
661-14771,Logic Board  1.4 GHz  8 GB  512 GB MacBook Pro (13-inch  2020  2 TBT3),540,unchecked,checked,1,1,0,0,0,0
661-12566,Logic Board  1.4GHz  8GB  128GB,539,unchecked,unchecked,1,1,0,0,0,0
661-02884,Logic Board  1.6GHZ  i5  8 GB  HDD,451,unchecked,unchecked,0,0,0,0,0,0
661-08140,Logic Board  1.8GHz  HSW  Turbo  8GB,409,unchecked,unchecked,0,0,0,0,0,0
661-8302,Logic Board  2.0GHZ  8 GB,529,unchecked,unchecked,0,0,0,0,0,0
661-02524,Logic Board  2.2GHz  16GB,0,unchecked,unchecked,1,1,0,0,0,0
661-10270,Logic Board  2.3GHz 18-Core  Vega 64 XTXA  FCC,0,unchecked,unchecked,0,0,0,0,0,0
661-09740,Logic Board  2.3GHz i5  8GB  512GB,0,unchecked,unchecked,1,1,0,0,0,0
661-8303,Logic Board  2.3GHZ  16 GB  Discrete Graphics,529,unchecked,unchecked,0,0,0,0,0,0
661-02290,Logic Board  2.3GHz  DC  IRIS  8GB  HDD,0,unchecked,unchecked,1,1,0,0,0,0
661-6481,Logic Board  2.3GHz  IVB 4-Core GT2  8GB 1600MHz DDR3,529,unchecked,unchecked,0,0,0,0,0,0
661-6491,Logic Board  2.3GHz  Quad-Core  IVB,529,unchecked,unchecked,1,1,0,0,0,0
661-7383,Logic Board  2.4GHz  8GB VRAM  KEPLER  HYN,529,unchecked,unchecked,0,0,0,0,0,0
661-02526,Logic Board  2.5GHz  16GB  Discrete GPU,529,unchecked,unchecked,0,0,0,0,0,0
661-6588 - 3rd Party,Logic Board  2.5GHz  Dual-Core  IVB,399,unchecked,unchecked,0,0,0,0,0,0
661-6588,Logic Board  2.5GHz  Dual-Core  IVB,449,unchecked,unchecked,1,1,0,0,0,0
661-5935,Logic Board  2.5GHz  Quad-Core i5,449,unchecked,unchecked,0,0,0,0,0,0
661-8152,Logic Board  2.6GHZ  16 GB,449,unchecked,unchecked,1,1,0,0,0,0
661-8309,Logic Board  2.6GHZ  16 GB  Discrete Graphics,529,unchecked,unchecked,1,1,0,0,0,0
661-7373,Logic Board  2.7 I5 QC GK107GS FUS DRV,449,unchecked,unchecked,0,0,0,0,0,0
661-7923,Logic Board  2.7GHZ  I5 QC GT3,449,unchecked,unchecked,3,3,0,0,0,0
661-5936 - 3rd Party,Logic Board  2.7GHz  Quad-Core i5,349,unchecked,unchecked,0,0,0,0,0,0
661-6493,Logic Board  2.7GHz  Quad-Core  IVB,529,unchecked,unchecked,0,0,0,0,0,0
661-07776,Logic Board  2.8GHZ  16G  Radeon Pro 560 256GB  Silver  FCC,0,unchecked,unchecked,0,0,0,0,0,0
661-02528,Logic Board  2.8GHz  16GB  Discrete GPU,529,unchecked,unchecked,0,0,0,0,0,0
661-07760,Logic Board  2.8GHZ  16GB  RP555  256GB  FCC,0,unchecked,unchecked,0,0,0,0,0,0
661-5802 - 3rd Party,Logic Board  2.8GHz  Core i7,629,unchecked,unchecked,0,0,0,0,0,0
661-07792,Logic Board  2.9GHZ  16GB  RP560  512GB  FCC,729,unchecked,unchecked,0,0,0,0,0,0
661-7503,Logic Board  2.9GHZ  I5  1GB,449,unchecked,unchecked,2,2,0,0,0,0
661-10207,Logic Board  3.0GHz i5  512GB  1Gb ENET,0,unchecked,unchecked,0,0,0,0,0,0
661-12495,Logic Board  3.0GHz  i5  560X  SSD  FCC,449,unchecked,unchecked,2,2,0,0,0,0
661-12459,Logic Board  3.0GHz  i5  570X  FCC,0,unchecked,unchecked,2,2,0,0,0,0
661-02292,Logic Board  3.0GHz  QC  BF PROA  2GB  HDD,0,unchecked,unchecked,2,2,0,0,0,0
661-02294,Logic Board  3.0GHz  QC  BF PROA  2GB  SSD,0,unchecked,unchecked,1,1,0,0,0,0
661-02986,Logic Board  3.1 GHZ  i5  16GB  SSD  Retina  21.5” iMac,449,unchecked,unchecked,0,0,0,0,0,0
661-03282,Logic Board  3.1 GHZ  i5  8GB  HDD  Retina  21.5” iMac,451.12,unchecked,unchecked,1,1,0,0,0,1
661-07828,Logic Board  3.1GHZ  16GB  RP560  1TB  FCC,729,unchecked,unchecked,2,2,0,0,0,0
661-07647,Logic Board  3.1GHz  8GB  256GB  FCC,449,unchecked,unchecked,0,0,0,0,0,0
661-12463,Logic Board  3.1GHz  i5  575X  FCC,0,unchecked,unchecked,1,1,0,0,0,0
661-10215,Logic Board  3.2GHz i7  256GB  1Gb ENET,0,unchecked,unchecked,2,2,0,0,0,0
661-10221,Logic Board  3.2GHz i7  2TB  1Gb ENET,439,unchecked,unchecked,2,2,0,0,0,0
661-03170,Logic Board  3.2GHz  2GB  Quad Core  i5,0,unchecked,unchecked,1,1,0,0,0,0
 661-03170,Logic Board  3.2GHz  2GB  Quad Core  i5,0,unchecked,unchecked,0,0,0,0,0,0
661-12536 661-12536,Logic Board  3.2GHz  i7  560X  SSD  FCC,0,unchecked,unchecked,1,1,0,0,0,0
661-03169,Logic Board  3.2GHz  Quad Core  i5,549,unchecked,unchecked,0,0,0,0,0,0
661-03378,Logic Board  3.4GHz  EL LEA  4GB,549,unchecked,unchecked,2,2,0,0,0,0
661-03378,Logic Board  3.4GHz  EL LEA  4GB,0,unchecked,unchecked,1,1,0,0,0,0
661-7517,Logic Board  3.4GHZ  I5  2GB,549,unchecked,unchecked,0,0,0,0,0,0
661-03375,Logic Board  3.4GHz  QC,449,unchecked,unchecked,2,2,0,0,0,0
661-8123,Logic Board  3.5GHZ  I7  2GB,0,unchecked,unchecked,0,0,0,0,0,0
661-8124,Logic Board  3.5GHZ  I7  4 GB,539,unchecked,unchecked,0,0,0,0,0,0
661-10223,Logic Board  3.6GHz i3  128GB  1Gb ENET,0,unchecked,unchecked,4,4,0,0,0,0
661-10225,Logic Board  3.6GHz i3  256GB  1Gb ENET,429,unchecked,unchecked,2,2,0,0,0,0
661-03377,Logic Board  3.6GHz  QC  BF XLA  4GB  SSD,0,unchecked,unchecked,2,2,0,0,0,0
661-12467,Logic Board  3.7GHz  i5  580X  FCC,0,unchecked,unchecked,0,0,0,0,0,0
661-03382,Logic Board  3.8GHz  EL XTA  8GB,549,unchecked,unchecked,2,2,0,0,0,0
661-08867,Logic Board  8-Core  Vega 56  FCC,0,unchecked,unchecked,2,2,0,0,0,0
661-02247,Logic Board  FCC  1.2GHz  512GB,549,unchecked,unchecked,0,0,0,0,0,0
661-09715,Logic Board  i5  1.6GHz  16GB  512GB,449,unchecked,unchecked,0,0,0,0,0,0
661-12832,Logic Board  i5  1.6GHz  8GB  128GB for MacBook Air (Retina  13-inch  2019),440,unchecked,checked,0,0,0,0,0,0
661-05076,Logic Board  i5  2.0GB  16GB  FCC,449,unchecked,unchecked,0,0,0,0,0,0
661-05072,Logic Board  i5  2.0GB  8GB  FCC,449,unchecked,unchecked,0,0,0,0,0,0
661-07572,Logic Board  i5  2.30GHz  16GB  FCC,449,unchecked,unchecked,2,2,0,0,0,0
661-07568,Logic Board  i5  2.30GHz  8GB  FCC,451.12,unchecked,unchecked,0,0,0,0,0,0
661-05251,Logic Board  i5  2.9   8GB  256GB  FCC,0,unchecked,unchecked,0,0,0,0,0,0
661-06246,Logic Board  i7  2.6GHz  16GB  256GB  RadeonPro 450  FCC,0,unchecked,unchecked,0,0,0,0,0,0
661-12865,Logic Board  i9  2.3GHz  16GB  512GB  Radeon Pro 560X,0,unchecked,unchecked,1,1,0,0,0,0
661-16777,Logic Board  M1  8-core  8GB  1TB  1G for Mac mini (M1  2020),465,unchecked,checked,0,0,0,0,0,1
MGNT3LL/A,Mac Mini M1 Core 8-Core CPU 7 Core GPU 8/512,899,unchecked,checked,0,0,0,0,0,0
PHR-S100SUA,"Macally Hi-Speed FireWire/USB2.0 Storage Enclosure 3.5""",39,unchecked,checked,0,0,0,0,0,0
661-15733,MacBook Pro (13-inch  2020  4 TBT3),529,unchecked,unchecked,1,1,0,0,0,0
MYD82LL/A,MacBook Pro 13-in with Touch Bar M1 chip with 8-core CPU and 8-core GPU 256GB - Space Gray,"1,299.00",unchecked,checked,0,0,0,0,0,0
MXK62LL/A,MACBOOK PRO 13IN 1.4GHZ 8TH GEN I5 256GB SILVER,"1,299.00",unchecked,checked,1,1,0,0,0,0
Z0Z30001Y,MACBOOK PRO 13IN W/TOUCH BAR 1.4 GHZ 4-CORE I5/16GB/ 512GB SPACE GRAY (2020),"1,599.00",unchecked,checked,0,0,0,0,0,0
CON661-02536,Macbook Pro 15” QP Top Case with Battery (consigned),229,unchecked,checked,2,2,0,0,0,1
BAP13MBU74W,MacBook Unibody 13’ Late 2009-Mid 2010 Polycarbonate ,109,unchecked,checked,0,0,0,0,0,0
361304,MacPack  Black/Silver 15” ,15,unchecked,checked,1,1,0,0,0,0
361310,"MacPack  Clear 15"" ",15,unchecked,checked,1,1,0,0,0,0
MRME2LL/A,Magic Mouse 2 - Space Gray,99,unchecked,checked,0,0,0,0,0,0
923-00535 - KGB ,MagSafe 2 Board,69,unchecked,checked,2,2,0,0,0,0
922-9288 - 3rd Party,MagSafe Board,69,unchecked,unchecked,0,0,0,0,0,0
661-4835,Main Logic Board (Late 2008 MBP),0,unchecked,unchecked,1,1,0,0,0,0
Malware,Malware Cleanup,85,unchecked,unchecked,0,0,0,0,0,0
DF-Malware,Malware Cleanup with Diagnostic Fee Applied,30,unchecked,unchecked,0,0,0,0,0,0
Manhattan USB Hub,Manhattan USB Hub,15,unchecked,checked,0,0,0,0,0,0
923-00151,Mechanism,50,unchecked,unchecked,2,2,0,0,0,0
4GB2400,Memory  2400  4GB,39,unchecked,checked,11,11,0,0,0,0
661-10239,Memory  4GB  2666GHz,0,unchecked,unchecked,2,2,0,0,0,0
WTA-00001,Microsoft Natural Ergonomic Desktop 7000,99,unchecked,checked,0,0,0,0,0,0
T5D-03341,Microsoft Office Home and Business 2019,249,unchecked,checked,3,3,0,0,0,0
79G-05186,Microsoft Office Home and Student 2019 - Box pack - 1 PC/Mac ,149,unchecked,checked,1,1,0,0,0,0
Moshi 99MO023241,Mini DisplayPort to HDMI Adapter Pro,40,unchecked,checked,0,0,0,0,0,0
M9321G/B,Mini-DVI to DVI Adapter,19,unchecked,checked,3,3,0,0,0,0
Misc,Miscellaneous,0,unchecked,unchecked,4,4,0,0,0,0
661-6361,MLB  2.53GHZ,0,unchecked,unchecked,0,0,0,0,0,0
661-6362 - 3rd Party,MLB  2.66GHZ,0,unchecked,unchecked,0,0,0,0,0,0
661-6102 -3rd Party,MLB 1.8GHZ,499,unchecked,unchecked,0,0,0,0,0,0
661-5198 - 3rd Party,MLB 2.13GHZ,0,unchecked,unchecked,0,0,0,0,0,0
661-6160 - 3rd Party,MLB 2.2GHZ QUAD CORE I7,549,unchecked,unchecked,2,2,0,0,0,0
661-6161 - 3rd Party,MLB 2.4GHZ QUAD CORE I7,544,unchecked,unchecked,0,0,0,0,0,0
661-6176 - 3rd Party,MLB 2.4GHZ QUAD CORE I7,869,unchecked,unchecked,0,0,0,0,0,0
661-6162 - 3rd Party,MLB 2.5GHZ QUAD CORE I7,699,unchecked,unchecked,1,1,0,0,0,0
661-7019,MLB 2.6GHZ QC,815.5,unchecked,unchecked,0,0,0,0,0,0
661-6484,MLB 2.6GHZ IVB 4C-GT2 8GB 1600MHZ DDR3,549,unchecked,unchecked,0,0,0,0,0,0
661-6589 - 3rd Party,MLB 2.9GHZ DC IVB 13 MBP,489,unchecked,unchecked,0,0,0,0,0,0
661-5534 - 3rd Party,MLB 3.06GHZ INTEL CORE I3,209,unchecked,unchecked,1,1,0,0,0,0
661-6489,MLB CINEMA DISPLAY,0,unchecked,unchecked,0,0,0,0,0,0
Moshi 99MO023044,Moshi Integra USB with Lightning Connector - Black ,24.95,unchecked,checked,4,4,0,0,0,0
Moshi 99MO023104,Moshi Integra USB with Lightning Connector - White ,24.95,unchecked,checked,3,3,0,0,0,0
Moshi 99MO023221,Moshi USB Cable with Lightning Connector - Gold ,24.95,unchecked,checked,0,0,0,0,0,0
Moshi 99MO084213,Moshi USB-C Multimedia Adapter,59.95,unchecked,checked,0,0,0,0,0,0
99MO084103,MOSHI USB-C to HDMI Cable - White,39,unchecked,checked,0,0,0,0,0,0
9B-20-226-265,Mushkin PC3-8500 16GB SO-DIMM Kit,199,unchecked,checked,0,0,0,0,0,0
923-01492,Mylar and Flex Cable  Touch ID,0,unchecked,unchecked,1,1,0,0,0,0
Moshi 99MO035242,Mythro Air  - Gray,69.95,unchecked,checked,0,0,0,0,0,0
Moshi 99MO035221,Mythro Air -  Sliver ,69.95,unchecked,checked,0,0,0,0,0,0
Moshi 99MO088003,Napa  iPhone 7/8 Black,44.95,unchecked,checked,0,0,0,0,0,0
GS305P,Netgear 300 Switch Series 5-Port PoE Gigabit Ethernet Unmanaged Switch,59.99,unchecked,checked,2,2,0,0,0,0
R6080-100NAS,Netgear AC1000 Dual Band WiFi Router,49,unchecked,checked,0,0,0,0,0,0
GS305P-100NAS,NETGEAR GS305P- 5 port PoE Gig Ethrnt Switch ,99,unchecked,checked,1,1,0,0,0,0
NWTBAP13MBU50RS,"NewerTech 54 Watt-Hour For MacBook 13"" Unibody Late 2008 (Aluminum)",109,unchecked,checked,0,0,0,0,0,0
NWTADPTADRV,"NewerTech® AdaptaDrive® 2.5"" to 3.5"" Drive Converter Bracket",15,unchecked,checked,13,13,0,0,0,0
NWTBAP14MBU85N,NuPower Battery for 15-inch MacBook Pro (mid 2009-mid 2010),129,unchecked,checked,1,1,0,0,0,0
661-6593,ODD SUPER DRIVE 8X SLOT SATA,148.5,unchecked,unchecked,0,0,0,0,0,0
SecurityCheck,Online Account Security Check,15,unchecked,unchecked,0,0,0,0,0,0
Onsite,Onsite Per Hour Labor,115,unchecked,unchecked,0,0,0,0,0,0
Training-Onsite,Onsite Per Hour Training,89,unchecked,unchecked,0,0,0,0,0,0
Training-Onsite (SD),Onsite Per Hour Training (SD),79,unchecked,unchecked,0,0,0,0,0,0
S8834Z/A,OOW Battery Replacement  MB12/MBP-R 13/15  Flat Rate,199,unchecked,unchecked,0,0,0,0,0,2
S5954Z/A,OOW Battery Replacement  MBP Retina 13/15  Flat Rate,199,unchecked,unchecked,5,5,0,0,0,0
661-07949,OOW Battery  Top Case  ANSI  Silver,0,unchecked,unchecked,0,0,0,0,0,0
OBPLL2410W,"Open Box Planar 24"" Widescreen LED LCD Monitor",99,unchecked,checked,0,0,0,0,0,0
661-5865,Optical Drive,59,unchecked,unchecked,0,0,0,0,0,0
OCSO2666/16GB,Orange Coast Micro 16GB DDR4 2666MHz / PC4-21300 (21333) SO-DIMM (RAM / Memory),129,unchecked,checked,0,0,0,0,0,0
OCSO2666/8GB,Orange Coast Micro 8GB DDR4 2666MHz / PC4-21300 (21333) SO-DIMM (RAM / Memory),79,unchecked,checked,0,0,0,0,0,0
99MO022211,Otto Q Wireless Charging Pad,39.95,unchecked,checked,0,0,0,0,0,0
OWCSSDAB2MB10K,OWC 1.0TB Aura SSD / Flash Internal Drive ,729,unchecked,unchecked,0,0,0,0,0,0
OWCSSDA116G240,OWC 240GB Aura 6G Solid State Drive,209,unchecked,checked,0,0,0,0,0,0
OWC2666DDR4S32S,OWC 32GB kit (4x8GB) DDR4-2666MHz / PC4-21300 (21333) SO-DIMM (RAM / Memory),199,unchecked,checked,0,0,0,0,0,0
 OWCSSDA116G480,OWC 480 GB Solid State Drive for 2010-2011 MacBook Air,329,unchecked,unchecked,0,0,0,0,0,0
